code_element,page_type,page_name,rev_1,rev_2,rev_SHA_1,rev_timestamp_1,rev_SHA_2,rev_timestamp_2,doc_SHA,doc_timestamp,doc_link,source_link
ANY,repo,README.md,77,77,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/test.sh#L12
AS,repo,README.md,77,77,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/test.sh#L11
AUTOMOUNT_SERVICE_ACCOUNT_TOKEN_ENABLED,repo,README.md,2,2,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/main/java/com/google/gke/auditor/Main.java#L120
BASIS,repo,README.md,77,77,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/test.sh#L11
CIS,repo,README.md,14,14,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/main/java/com/google/gke/auditor/configs/rbac/WildcardUsed.java#L26
CLUSTER_ADMIN_ROLE_USED,repo,README.md,5,5,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/test/java/com/google/gke/auditor/configs/rbac/ClusterAdminRoleUsedTest.java#L47
CONDITIONS,repo,README.md,79,79,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/test.sh#L12
CONTAINERS_ADDED_CAPABILITIES,repo,README.md,5,5,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/test/java/com/google/gke/auditor/configs/psp/AddedCapabilitiesTest.java#L48
CONTAINERS_ALLOW_PRIVILEGE_ESCALATION,repo,README.md,2,2,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/main/java/com/google/gke/auditor/Main.java#L148
CONTAINERS_CAPABILITIES_ASSIGNED,repo,README.md,5,5,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/test/java/com/google/gke/auditor/configs/psp/CapabilitiesAssignedTest.java#L49
CONTAINERS_NET_RAW_CAPABILITY,repo,README.md,2,2,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/main/java/com/google/gke/auditor/Main.java#L150
CONTAINERS_SHARING_HOST_IPC,repo,README.md,2,2,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/main/java/com/google/gke/auditor/Main.java#L146
CONTAINERS_SHARING_HOST_PROCESS_ID_NAMESPACE,repo,README.md,5,5,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/test/java/com/google/gke/auditor/configs/psp/SharingHostPIDNamespaceTest.java#L47
CONTAINER_SHARING_HOST_NETWORK_NAMESPACE,repo,README.md,5,5,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/test/java/com/google/gke/auditor/configs/psp/SharingHostNetworkNamespaceTest.java#L47
CREATE_PODS_ALLOWED,repo,README.md,6,6,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/test/java/com/google/gke/auditor/configs/rbac/CreatePodsAllowedTest.java#L48
ESCALATING_RESOURCES_REPORT,repo,README.md,1,1,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/main/java/com/google/gke/auditor/Main.java#L121
GKE,repo,README.md,3,3,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/main/java/com/google/gke/auditor/Main.java#L54
IS,repo,README.md,77,77,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/test.sh#L11
KIND,repo,README.md,77,77,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/test.sh#L12
LICENSE,repo,README.md,77,77,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/test.sh#L8
LLC,repo,README.md,76,76,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/test.sh#L2
NODE_AFFINITY_POD_REJECTED,repo,README.md,1,1,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/main/java/com/google/gke/auditor/Main.java#L133
NODE_SELECTOR_POD_REJECTED,repo,README.md,1,1,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/main/java/com/google/gke/auditor/Main.java#L131
NODE_TAINTS_POD_REJECTED,repo,README.md,1,1,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/main/java/com/google/gke/auditor/Main.java#L132
OF,repo,README.md,78,78,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/test.sh#L12
OR,repo,README.md,77,77,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/test.sh#L12
PRIVILEGED_CONTAINERS,repo,README.md,5,5,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/test/java/com/google/gke/auditor/configs/psp/PrivilegedContainersTest.java#L47
PSP,repo,README.md,68,68,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/main/java/com/google/gke/auditor/system/RunnerConfig.java#L43
RBAC,repo,README.md,21,21,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/main/java/com/google/gke/auditor/system/RunnerConfig.java#L35
ROOT_CONTAINERS_ADMISSION,repo,README.md,5,5,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/test/java/com/google/gke/auditor/configs/psp/RootContainersAdmissionTest.java#L49
SECRET_ACCESS_ALLOWED,repo,README.md,2,2,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/main/java/com/google/gke/auditor/Main.java#L117
WARRANTIES,repo,README.md,77,77,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/test.sh#L12
WILDCARD_USED,repo,README.md,5,5,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/src/test/java/com/google/gke/auditor/configs/rbac/WildcardUsedTest.java#L49
WITHOUT,repo,README.md,77,77,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,d0e324def5a9b691c13a441190b89d4e967f57f0,1601466716,39b84e0605b7c2dac9870e21a00ecbc960d1a22c,1600448247,https://github.com/google/gke-auditor/blob/39b84e0605b7c2dac9870e21a00ecbc960d1a22c/README.md,https://github.com/google/gke-auditor/blob/d0e324def5a9b691c13a441190b89d4e967f57f0/test.sh#L12
