code_element,page_type,page_name,rev_1,rev_2,rev_SHA_1,rev_timestamp_1,rev_SHA_2,rev_timestamp_2,doc_SHA,doc_timestamp,doc_link,source_link
AES,repo,README.md,204,204,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/README.md,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/third_party/tiny_aes_c.cmake#L2
CW,repo,README.md,5,5,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/README.md,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/usb_device.go#L73
CWLITEARM,repo,README.md,8,8,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/README.md,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/third_party/chipwhisperer/firmware/hal/stm32f3/stm32f3_hal.h#L33
CWLITEXMEGA,repo,README.md,6,6,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/README.md,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/firmware/CMakeLists.txt#L29
CWLite,repo,README.md,2,2,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/README.md,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/usb_device.go#L92
ChipWhisperer,repo,README.md,7,7,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/README.md,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/viewer/index.html#L27
EC,repo,README.md,9,9,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/README.md,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/util/p256_encoder.go#L30
ECDH,repo,README.md,4,4,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/README.md,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/cmd/ecdh_zero_point_template_attack.go#L15
GO,repo,README.md,1,1,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/README.md,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/viewer/index.html#L27
PLATFORM,repo,README.md,19,19,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/README.md,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/third_party/chipwhisperer/firmware/hal/xmega/xmega_hal.h#L34
STM32,repo,README.md,63,63,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/README.md,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/third_party/chipwhisperer/firmware/hal/stm32f3/stm32f3xx_hal_rcc_ex.h#L1928
STM32F,repo,README.md,2,2,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/README.md,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/programmer/stm32f/programmer.go#L118
XMEGA,repo,README.md,20,20,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/README.md,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/util/programmer.go#L63
attack_sbox_cpa,repo,README.md,19,19,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,c04bd445135da75ae4ab557a7e98f34fe7e78083,1564617676,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/README.md,https://github.com/google/gocw/blob/c04bd445135da75ae4ab557a7e98f34fe7e78083/cmd/attack_sbox_cpa.go#L18
