code_element,page_type,page_name,rev_1,rev_2,rev_SHA_1,rev_timestamp_1,rev_SHA_2,rev_timestamp_2,doc_SHA,doc_timestamp,doc_link,source_link
ADGROUP_IDS,repo,README.md,2,2,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,https://github.com/google/responsive-search-ads-builder/blob/4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2/README.md,https://github.com/google/responsive-search-ads-builder/blob/4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2/rsa_builder.js#L31
CAMPAIGN_IDS,repo,README.md,2,2,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,https://github.com/google/responsive-search-ads-builder/blob/4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2/README.md,https://github.com/google/responsive-search-ads-builder/blob/4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2/rsa_builder.js#L26
CID,repo,README.md,1,1,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,https://github.com/google/responsive-search-ads-builder/blob/4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2/README.md,https://github.com/google/responsive-search-ads-builder/blob/4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2/rsa_builder.js#L21
RSA,repo,README.md,3,3,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,https://github.com/google/responsive-search-ads-builder/blob/4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2/README.md,https://github.com/google/responsive-search-ads-builder/blob/4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2/rsa_builder.js#L122
SPREADSHEET_URL,repo,README.md,3,3,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,https://github.com/google/responsive-search-ads-builder/blob/4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2/README.md,https://github.com/google/responsive-search-ads-builder/blob/4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2/rsa_builder.js#L17
adgroup_filtering,repo,README.md,2,2,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,https://github.com/google/responsive-search-ads-builder/blob/4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2/README.md,https://github.com/google/responsive-search-ads-builder/blob/4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2/rsa_builder.js#L29
adgroup_minimum_spend,repo,README.md,3,3,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,https://github.com/google/responsive-search-ads-builder/blob/4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2/README.md,https://github.com/google/responsive-search-ads-builder/blob/4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2/rsa_builder.js#L36
campaign_filtering,repo,README.md,2,2,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,https://github.com/google/responsive-search-ads-builder/blob/4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2/README.md,https://github.com/google/responsive-search-ads-builder/blob/4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2/rsa_builder.js#L24
customDescriptions,repo,README.md,4,4,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,https://github.com/google/responsive-search-ads-builder/blob/4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2/README.md,https://github.com/google/responsive-search-ads-builder/blob/4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2/rsa_builder.js#L44
customHeadlines,repo,README.md,4,4,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2,1591611497,https://github.com/google/responsive-search-ads-builder/blob/4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2/README.md,https://github.com/google/responsive-search-ads-builder/blob/4bb7a99de69c4c0a3f1b94136ef4e1e930b0dde2/rsa_builder.js#L40
