code_element,page_type,page_name,rev_1,rev_2,rev_SHA_1,rev_timestamp_1,rev_SHA_2,rev_timestamp_2,doc_SHA,doc_timestamp,doc_link,source_link
load_pretrained_app_encoder,repo,README.md,8,8,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/options.py#L59
metadata_output_dir,repo,README.md,2,2,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/pretrain_appearance.py#L264
output_dir,repo,README.md,41,41,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/utils.py#L119
output_validation_dir,repo,README.md,2,2,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/options.py#L152
run_mode,repo,README.md,11,11,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/options.py#L32
total_kimg,repo,README.md,4,4,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/options.py#L84
train_app_encoder,repo,README.md,8,8,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/staged_model.py#L135
train_dir,repo,README.md,24,24,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/pretrain_appearance.py#L205
train_resolution,repo,README.md,8,8,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/style_loss.py#L50
val_set_out_dir,repo,README.md,11,11,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/evaluate_quantitative_metrics.py#L28
vgg_loss,repo,README.md,2,2,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/staged_model.py#L81
virtual_seq_name,repo,README.md,10,10,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/options.py#L138
xception_frozen_graph_path,repo,README.md,12,12,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,5f5226f0083559adb0a21b567104dfc075b6f6e5,1568829123,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/segment_dataset.py#L132
