code_element,page_type,page_name,rev_1,rev_2,rev_SHA_1,rev_timestamp_1,rev_SHA_2,rev_timestamp_2,doc_SHA,doc_timestamp,doc_link,source_link
FhirSyncWorker,repo,README.md,2,2,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/demo/src/main/java/com/google/fhir/examples/demo/data/FhirPeriodicSyncWorker.kt#L23
HAPI,repo,README.md,1,1,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/buildSrc/src/main/kotlin/LicenseeConfig.kt#L40
ID,repo,README.md,1,1,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/demo/src/main/res/values/strings.xml#L41
IDP,repo,README.md,1,1,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/demo/src/main/java/com/google/fhir/examples/demo/auth/ConnectionBuilderForTesting.kt#L39
Intent,repo,README.md,10,10,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/demo/src/main/java/com/google/fhir/examples/demo/auth/AuthConfigUtil.kt#L20
JWT,repo,README.md,2,2,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/demo/src/main/java/com/google/fhir/examples/demo/data/FhirPeriodicSyncWorker.kt#L21
LoginActivity,repo,README.md,3,3,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/demo/src/main/java/com/google/fhir/examples/demo/LoginActivity.kt#L30
LoginActivityViewModel,repo,README.md,2,2,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/demo/src/main/java/com/google/fhir/examples/demo/LoginActivityViewModel.kt#L26
LoginRepository,repo,README.md,10,10,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/demo/src/main/java/com/google/fhir/examples/demo/data/FhirPeriodicSyncWorker.kt#L25
MainActivity,repo,README.md,14,14,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/demo/src/main/res/layout/observation_list_view.xml#L28
MainActivityViewModel,repo,README.md,3,3,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/demo/src/main/java/com/google/fhir/examples/demo/PatientListFragment.kt#L53
ServerConfiguration,repo,README.md,2,2,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/demo/src/main/java/com/google/fhir/examples/demo/FhirApplication.kt#L25
URL,repo,README.md,7,7,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/demo/src/main/java/com/google/fhir/examples/demo/data/DownloadWorkManagerImpl.kt#L68
auth_config,repo,README.md,1,1,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/demo/src/main/java/com/google/fhir/examples/demo/auth/AuthConfiguration.kt#L49
auth_config.json,repo,README.md,2,2,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/demo/src/main/java/com/google/fhir/examples/demo/LoginRepository.kt#L90
createIntent,repo,README.md,2,2,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/demo/src/main/java/com/google/fhir/examples/demo/LoginActivityViewModel.kt#L31
demo,repo,README.md,61,61,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/settings.gradle.kts#L1
getContent,repo,README.md,2,2,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/demo/src/main/java/com/google/fhir/examples/demo/LoginActivity.kt#L35
getDownloadWorkManager,repo,README.md,1,1,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/demo/src/main/java/com/google/fhir/examples/demo/data/FhirPeriodicSyncWorker.kt#L30
handleLoginResponse,repo,README.md,2,2,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/demo/src/main/java/com/google/fhir/examples/demo/LoginActivityViewModel.kt#L37
list,repo,README.md,5,5,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/demo/src/main/java/com/google/fhir/examples/demo/data/DownloadWorkManagerImpl.kt#L68
patient_list,repo,README.md,4,4,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,f72316bd8799dae4f4130b31959b56f52d15beae,1654713169,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/README.md,https://github.com/google/fhir-app-examples/blob/f72316bd8799dae4f4130b31959b56f52d15beae/demo/src/main/res/navigation/reference_nav_graph.xml#L7
